"Horizon Gardens
Fu Tien Mansion",floor,flat,Area,(Saleable),Area,(Gross),Price(m),Price/ft2,(Saleable),Price/ft2,(Gross),Trans.,Date,Change,Last,Transaction,Date
"Horizon Gardens
Fu Tien Mansion",26,A,787,-,1165,"14,806",-,2016-08-25,00:00:00.0,+86.4%,1996-11-26,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",26,A,787,-,625,"7,943",-,1996-11-26,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",26,B,624,-,22,352,-,2016-11-28,00:00:00.0,-96.6%,2011-08-22,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",26,B,624,-,647,"10,360",-,2011-08-22,00:00:00.0,+7.8%,1997-04-14,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",26,B,624,-,600,"9,611",-,1997-04-14,00:00:00.0,+25.0%,1996-11-26,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",26,B,624,-,480,"7,688",-,1996-11-26,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",26,C,624,-,455,"7,288",-,1996-06-04,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",26,D,708,876,530,"7,483","6,050",1997-01-13,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",26,E,766,-,938,"12,239",-,2011-06-21,00:00:00.0,+45.7%,2009-06-23,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",26,E,766,-,644,"8,400",-,2009-06-23,00:00:00.0,+29.3%,2006-10-05,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",26,E,766,-,498,"6,498",-,2006-10-05,00:00:00.0,-33.6%,1997-04-26,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",26,E,766,-,750,"9,786",-,1997-04-26,00:00:00.0,+11.9%,1997-02-04,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",26,E,766,-,670,"8,742",-,1997-02-04,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",26,F,716,-,1200,"16,764",-,2017-01-17,00:00:00.0,+46.3%,2011-03-09,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",26,F,716,-,820,"11,456",-,2011-03-09,00:00:00.0,+36.7%,2009-07-17,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",26,F,716,-,600,"8,382",-,2009-07-17,00:00:00.0,+33.3%,2006-02-13,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",26,F,716,-,450,"6,287",-,2006-02-13,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",26,G,716,-,1380,"19,279",-,2016-10-26,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",26,H,764,-,1430,"18,711",-,2020-07-22,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",25,A,763,876,598,"7,836","6,826",2009-04-09,00:00:00.0,-16.9%,1997-06-19,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",25,A,763,876,720,"9,434","8,219",1997-06-19,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",25,B,720,823,1050,"14,581","12,758",2014-12-03,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",25,C,720,823,750,"10,415","9,113",1997-09-09,00:00:00.0,+47.1%,1996-06-07,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",25,C,720,823,510,"7,082","6,197",1996-06-07,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",25,D,685,876,1328,"19,398","15,160",2018-03-19,00:00:00.0,+138.0%,1996-12-17,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",25,D,685,876,558,"8,151","6,370",1996-12-17,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",25,H,763,876,1810,"23,717","20,662",2018-06-06,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",24,A,760,876,418,"5,500","4,772",2000-10-20,00:00:00.0,-12.9%,1999-07-28,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",24,A,760,876,480,"6,316","5,479",1999-07-28,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",24,B,717,823,443,"6,180","5,383",2005-11-17,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",24,C,717,823,458,"6,389","5,565",2007-01-05,00:00:00.0,-29.3%,1997-02-01,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",24,C,717,823,648,"9,039","7,874",1997-02-01,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",24,D,760,876,525,"6,908","5,993",1999-06-17,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",24,E,760,876,428,"5,632","4,886",1998-12-03,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",24,G,792,907,725,"9,151","7,993",1996-12-21,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",23,B,717,823,360,"5,019","4,372",2001-05-08,00:00:00.0,-28.7%,1998-04-24,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",23,B,717,823,505,"7,044","6,136",1998-04-24,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",23,C,717,823,430,"5,998","5,225",2009-03-17,00:00:00.0,+59.8%,2003-08-29,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",23,C,717,823,269,"3,752","3,269",2003-08-29,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",23,D,760,876,660,"8,685","7,534",1996-12-18,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",23,F,792,907,1820,"22,973","20,066",2018-04-24,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",23,G,792,907,1900,"23,983","20,948",2021-01-21,00:00:00.0,+132.3%,2009-09-22,00:00:00.0
"Horizon Gardens
Fu Tien Mansion",23,G,792,907,818,"10,325","9,019",2009-09-22,00:00:00.0,+10.5%,2009-05-29,00:00:00.0
